arch,lr,val_acc_mean,val_acc_std,val_acc_sem,macro_f1_mean,macro_f1_std,val_loss_mean,best_epoch_mean,n
arch_base,0.0005,0.954501868380655,0.0050705636704385035,0.000585498260014162,0.849154790993916,0.006320562637721568,0.1732557868914472,2.7866666666666666,75
arch_base,0.001,0.9559803613095377,0.004954658518069447,0.000572114685830014,0.8502787032947483,0.006033637450769114,0.17152146819689404,3.6133333333333333,75
arch_deeper,0.0005,0.9525691776440791,0.004748943192442243,0.0005483607261045522,0.8468607281189577,0.006092597694722709,0.18432599322274898,2.493333333333333,75
arch_deeper,0.001,0.9539189850086359,0.00581063770952902,0.0006709546491519936,0.8484088860478347,0.0070553456948984836,0.18280967099933856,3.3066666666666666,75
arch_shallow,0.0005,0.9570246228419453,0.004355002899189541,0.0005028724192337369,0.852336356260577,0.005817599168474673,0.16831527539599792,4.626666666666667,75
arch_shallow,0.001,0.9576246221539548,0.0036349123016271682,0.0004197235191650231,0.8529529292718129,0.0052167741670289276,0.16855273522273742,5.64,75
arch_wider,0.0005,0.9557983299527869,0.004819021581350887,0.0005564526814447093,0.8509368832684686,0.006107655344728204,0.17466251378620912,2.4133333333333336,75
arch_wider,0.001,0.958085423467642,0.00490617913536155,0.0005665167688987033,0.8537493502340461,0.005813111029657139,0.16960746414441674,3.2666666666666666,75
