fold,bias,amount_usd,quantity_purchased,session_duration_seconds,days_since_last_purchase,account_age_days,items_viewed_before_purchase
0,0.421456454707246,0.09959356592814146,0.08547182916786933,-0.07208878603821495,-0.07878546268192467,-0.10998851579273207,-0.026143098438688447
1,0.4249075884287064,0.09514169801146459,0.08207687470499189,-0.07232518105507268,-0.07995864999907216,-0.11086579275483374,-0.023175564557920567
2,0.4242900581438462,0.09203786076725791,0.08645177037278899,-0.07311364634524294,-0.07722584043450098,-0.11087336147991508,-0.025168297972152386
