optimizer,lr,seed,fold,n_train,n_val,total_epochs,best_epoch,train_loss_final,val_loss_final,train_acc_final,val_acc_final,macro_precision,macro_recall,macro_f1,weighted_f1,time_seconds,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_2,recall_2,f1_2,precision_3,recall_3,f1_3,precision_4,recall_4,f1_4,precision_5,recall_5,f1_5,precision_6,recall_6,f1_6,precision_7,recall_7,f1_7,precision_8,recall_8,f1_8,precision_9,recall_9,f1_9
momentum,0.0005,7,0,9956.0,2493.0,70.0,38.0,0.0125781112968402,0.2085917364506524,0.9993973483326636,0.9490573606097072,0.8412942922840857,0.8399640497453712,0.8405869446805276,0.9489383469594832,6.140192985534668,0.9662162162162162,0.9662162162162162,0.9662162162162162,0.967930029154519,0.9851632047477744,0.9764705882352942,0.9457627118644067,0.9362416107382552,0.9409780775716696,0.948051948051948,0.9511400651465798,0.9495934959349592,0.931740614334471,0.934931506849315,0.9333333333333332,0.7962962962962963,0.7818181818181819,0.7889908256880734,0.9630872483221476,0.9695945945945946,0.9663299663299664,0.9526813880126184,0.961783439490446,0.9572107765451664,0.0,0.0,0.0,0.9411764705882352,0.912751677852349,0.9267461669505962
momentum,0.0005,7,1,9958.0,2491.0,70.0,41.0,0.0127746238021334,0.1736891179285117,0.9995983129142398,0.95343235648334,0.8566496703402716,0.8495571195740762,0.8528506727210822,0.9533539086281084,6.1089019775390625,0.9732441471571908,0.983108108108108,0.9781512605042018,0.973529411764706,0.9821958456973294,0.9778434268833088,0.9304635761589404,0.9429530201342282,0.9366666666666668,0.9498327759197324,0.9250814332247556,0.9372937293729372,0.9331103678929766,0.9554794520547946,0.9441624365482236,0.9387755102040816,0.8518518518518519,0.8932038834951458,0.979591836734694,0.972972972972973,0.976271186440678,0.9548387096774194,0.9456869009584664,0.9502407704654894,0.0,0.0,0.0,0.9331103678929766,0.9362416107382552,0.934673366834171
momentum,0.0005,7,2,9960.0,2489.0,70.0,33.0,0.011752204285973,0.2310580079617756,0.9995983935742973,0.9493772599437524,0.8451541354850631,0.8338486163372062,0.838802802772778,0.9489514103209844,6.099238872528076,0.9696969696969696,0.972972972972973,0.9713322091062394,0.9794117647058824,0.9881305637982196,0.983751846381093,0.9559322033898304,0.9463087248322148,0.951096121416526,0.9442622950819672,0.9411764705882352,0.9427168576104746,0.9256756756756755,0.9383561643835616,0.9319727891156464,0.8444444444444444,0.7037037037037037,0.7676767676767676,0.960655737704918,0.9898648648648648,0.9750415973377704,0.9339622641509434,0.9488817891373802,0.9413629160063391,0.0,0.0,0.0,0.9375,0.9090909090909092,0.923076923076923
momentum,0.0005,7,3,9960.0,2489.0,70.0,32.0,0.0120811870870525,0.2231778263537687,0.9993975903614458,0.9493772599437524,0.8417539257918414,0.8371296684555787,0.8392179701095263,0.949242850980119,6.092248916625977,0.9444444444444444,0.9763513513513512,0.9601328903654484,0.9821958456973294,0.9821958456973294,0.9821958456973294,0.933993399339934,0.9496644295302014,0.9417637271214642,0.9534883720930232,0.937908496732026,0.945634266886326,0.958904109589041,0.958904109589041,0.958904109589041,0.8,0.7407407407407407,0.7692307692307692,0.9658703071672357,0.956081081081081,0.9609507640067912,0.9633333333333334,0.9233226837060704,0.9429037520391518,0.0,0.0,0.0,0.9153094462540716,0.9461279461279462,0.9304635761589404
momentum,0.0005,7,4,9962.0,2487.0,70.0,28.0,0.0128348395866222,0.2598760507296596,0.9993977113029512,0.9465219139525533,0.8401605994851458,0.8422769627282356,0.8410965422635417,0.9466970843700512,6.150738000869751,0.9630872483221476,0.9695945945945946,0.9663299663299664,0.9848942598187312,0.9673590504451038,0.9760479041916168,0.9087947882736156,0.9393939393939394,0.9238410596026492,0.9320388349514565,0.9411764705882352,0.9365853658536586,0.96113074204947,0.9315068493150684,0.9460869565217392,0.8035714285714286,0.8333333333333334,0.8181818181818182,0.9686411149825784,0.9423728813559322,0.9553264604810996,0.9614147909967846,0.9552715654952076,0.9583333333333334,0.0,0.0,0.0,0.918032786885246,0.9427609427609428,0.930232558139535
momentum,0.0005,13,0,9956.0,2493.0,70.0,32.0,0.0123773035896713,0.2509443037393592,0.9992969063881076,0.9450461291616526,0.8373512167133452,0.8431083744306903,0.839958663153598,0.9451412611258976,6.212644100189209,0.9503311258278144,0.9695945945945946,0.959866220735786,0.978978978978979,0.9673590504451038,0.973134328358209,0.9188311688311688,0.9496644295302014,0.933993399339934,0.9328859060402684,0.9055374592833876,0.91900826446281,0.933774834437086,0.9657534246575342,0.9494949494949496,0.7833333333333333,0.8545454545454545,0.817391304347826,0.9794520547945206,0.9662162162162162,0.9727891156462584,0.9545454545454546,0.9363057324840764,0.945337620578778,0.0,0.0,0.0,0.9413793103448276,0.9161073825503356,0.9285714285714284
momentum,0.0005,13,1,9958.0,2491.0,70.0,27.0,0.0132557371556655,0.2482208071173522,0.9989957822855996,0.9450020072260136,0.8456214188900549,0.8349674191309218,0.8397295079048623,0.9448538159444642,6.198245286941528,0.9667774086378738,0.983108108108108,0.9748743718592964,0.9849397590361446,0.9703264094955488,0.9775784753363228,0.9331103678929766,0.9362416107382552,0.934673366834171,0.9471947194719472,0.9348534201954396,0.940983606557377,0.934931506849315,0.934931506849315,0.934931506849315,0.8913043478260869,0.7592592592592593,0.8200000000000001,0.9559322033898304,0.9527027027027029,0.9543147208121828,0.94006309148265,0.952076677316294,0.946031746031746,0.0,0.0,0.0,0.9019607843137256,0.9261744966442952,0.913907284768212
momentum,0.0005,13,2,9960.0,2489.0,70.0,58.0,0.0132042541868157,0.1855673916334629,0.99929718875502,0.952591402169546,0.8483402905114925,0.8471336476813096,0.8477008618659345,0.9525562175476135,6.272376775741577,0.9695945945945946,0.9695945945945946,0.9695945945945946,0.988095238095238,0.9851632047477744,0.986627043090639,0.9326599326599326,0.929530201342282,0.93109243697479,0.9501661129568106,0.934640522875817,0.942339373970346,0.9333333333333332,0.958904109589041,0.9459459459459458,0.8490566037735849,0.8333333333333334,0.8411214953271028,0.9594594594594594,0.9594594594594594,0.9594594594594594,0.9588607594936708,0.9680511182108626,0.9634340222575516,0.0,0.0,0.0,0.9421768707482994,0.9326599326599326,0.937394247038917
momentum,0.0005,13,3,9960.0,2489.0,70.0,39.0,0.0127385469862745,0.2175061822975488,0.9991967871485944,0.9477701888308556,0.8430053979221416,0.8355902965181251,0.8389971421457834,0.9476118565479128,6.182206869125366,0.9724137931034482,0.9527027027027029,0.9624573378839592,0.9850746268656716,0.9792284866468842,0.982142857142857,0.945945945945946,0.9395973154362416,0.9427609427609428,0.9483870967741936,0.9607843137254902,0.9545454545454546,0.915824915824916,0.9315068493150684,0.9235993208828523,0.8333333333333334,0.7407407407407407,0.7843137254901961,0.9666666666666668,0.9797297297297296,0.9731543624161074,0.9426751592356688,0.9456869009584664,0.9441786283891548,0.0,0.0,0.0,0.919732441471572,0.925925925925926,0.9228187919463088
momentum,0.0005,13,4,9962.0,2487.0,70.0,28.0,0.0120322488115713,0.2392786842312467,0.9993977113029512,0.9537595496582228,0.847195670656663,0.8480424064219061,0.8475658454245105,0.9537482705029352,6.1067469120025635,0.9791666666666666,0.9527027027027029,0.9657534246575342,0.9739130434782608,0.9970326409495548,0.9853372434017597,0.9595959595959596,0.9595959595959596,0.9595959595959596,0.956810631229236,0.9411764705882352,0.9489291598023064,0.9550173010380624,0.9452054794520548,0.9500860585197934,0.8181818181818182,0.8333333333333334,0.8256880733944955,0.9565217391304348,0.9694915254237289,0.9629629629629628,0.9365079365079364,0.9424920127795527,0.9394904458598724,0.0,0.0,0.0,0.9362416107382552,0.9393939393939394,0.9378151260504204
momentum,0.0005,21,0,9956.0,2493.0,70.0,47.0,0.0128178752049106,0.1701923477877646,0.9992969063881076,0.9554753309265944,0.8596248987835062,0.845446822079208,0.8516326806808457,0.9553067274536432,6.134521961212158,0.9701986754966888,0.9898648648648648,0.979933110367893,0.9821428571428572,0.9792284866468842,0.9806835066864784,0.952542372881356,0.9429530201342282,0.9477234401349074,0.9543973941368078,0.9543973941368078,0.9543973941368078,0.9266666666666666,0.952054794520548,0.939189189189189,0.9555555555555556,0.7818181818181819,0.86,0.9726962457337884,0.9628378378378378,0.967741935483871,0.961783439490446,0.961783439490446,0.961783439490446,0.0,0.0,0.0,0.920265780730897,0.929530201342282,0.9248747913188649
momentum,0.0005,21,1,9958.0,2491.0,70.0,37.0,0.0127041876731275,0.2336465302094185,0.9991966258284796,0.9494179044560418,0.8426041227787578,0.8353565378737121,0.8386825775647111,0.9491541143514276,6.10102391242981,0.944078947368421,0.9695945945945946,0.9566666666666668,0.976470588235294,0.9851632047477744,0.980797636632201,0.9419795221843004,0.9261744966442952,0.934010152284264,0.932475884244373,0.9446254071661238,0.9385113268608416,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.8125,0.7222222222222222,0.7647058823529411,0.9661016949152542,0.9628378378378378,0.964467005076142,0.9648562300319488,0.9648562300319488,0.9648562300319488,0.0,0.0,0.0,0.9423728813559322,0.9328859060402684,0.9376053962900506
momentum,0.0005,21,2,9960.0,2489.0,70.0,32.0,0.0121179706213336,0.2342332825633458,0.9995983935742973,0.946163117717959,0.8411340396878382,0.8435095289311182,0.8422278167058103,0.9461765838961284,6.147954940795898,0.9504950495049505,0.972972972972973,0.9616026711185308,0.967551622418879,0.973293768545994,0.970414201183432,0.938566552901024,0.9228187919463088,0.9306260575296108,0.9478827361563518,0.9509803921568628,0.9494290375203914,0.920265780730897,0.9486301369863014,0.9342327150084316,0.8214285714285714,0.8518518518518519,0.8363636363636364,0.9623287671232876,0.9493243243243245,0.95578231292517,0.9545454545454546,0.939297124600639,0.9468599033816424,0.0,0.0,0.0,0.9482758620689656,0.925925925925926,0.9369676320272572
momentum,0.0005,21,3,9960.0,2489.0,70.0,34.0,0.0127456674549692,0.2222378371903031,0.99929718875502,0.9537967055042186,0.8511659938458379,0.849839437022875,0.8504725289242552,0.9538037801132038,6.1023430824279785,0.9829931972789115,0.9763513513513512,0.9796610169491526,0.9761904761904762,0.973293768545994,0.974739970282318,0.934640522875817,0.959731543624161,0.9470198675496688,0.943894389438944,0.934640522875817,0.9392446633825944,0.9484536082474226,0.9452054794520548,0.9468267581475128,0.8679245283018868,0.8518518518518519,0.8598130841121496,0.9659863945578232,0.9594594594594594,0.9627118644067796,0.9584664536741214,0.9584664536741214,0.9584664536741214,0.0,0.0,0.0,0.9331103678929766,0.9393939393939394,0.9362416107382552
momentum,0.0005,21,4,9962.0,2487.0,70.0,36.0,0.0138387793294019,0.1925938150288974,0.9992973298534432,0.9509449135504624,0.8408091090248275,0.8397632493183546,0.8402514672537509,0.9508767360455536,6.162187099456787,0.9732441471571908,0.983108108108108,0.9781512605042018,0.9822485207100592,0.9851632047477744,0.9837037037037036,0.9452054794520548,0.9292929292929292,0.937181663837012,0.934640522875817,0.934640522875817,0.934640522875817,0.9331103678929766,0.9554794520547946,0.9441624365482236,0.7735849056603774,0.7592592592592593,0.7663551401869159,0.9662162162162162,0.9694915254237289,0.9678510998307952,0.9676375404530744,0.9552715654952076,0.9614147909967844,0.0,0.0,0.0,0.9322033898305084,0.925925925925926,0.9290540540540542
momentum,0.0005,99,0,9956.0,2493.0,70.0,33.0,0.012825224317413,0.2110557819760215,0.9991964644435516,0.954271961492178,0.8527973623955412,0.8473288679641053,0.8498602375288472,0.9541604564706596,6.095611810684204,0.976510067114094,0.983108108108108,0.9797979797979798,0.9763313609467456,0.9792284866468842,0.9777777777777776,0.9658703071672357,0.9496644295302014,0.957698815566836,0.9310344827586208,0.96742671009772,0.9488817891373802,0.9501779359430604,0.9143835616438356,0.9319371727748692,0.8823529411764706,0.8181818181818182,0.8490566037735848,0.9730639730639732,0.9763513513513512,0.9747048903878583,0.9554140127388536,0.9554140127388536,0.9554140127388536,0.0,0.0,0.0,0.9172185430463576,0.929530201342282,0.9233333333333336
momentum,0.0005,99,1,9958.0,2491.0,70.0,36.0,0.014186429882154,0.256818401071187,0.9989957822855996,0.948615014050582,0.8455059416540998,0.8350732633276484,0.8396473150958876,0.9484783993368416,6.073145866394043,0.9864864864864864,0.9864864864864864,0.9864864864864864,0.9789156626506024,0.9643916913946587,0.9715994020926756,0.8952380952380953,0.9463087248322148,0.9200652528548124,0.9381107491856676,0.9381107491856676,0.9381107491856676,0.9425675675675677,0.9554794520547946,0.9489795918367347,0.8478260869565217,0.7222222222222222,0.78,0.976027397260274,0.9628378378378378,0.9693877551020408,0.9283489096573208,0.952076677316294,0.9400630914826498,0.0,0.0,0.0,0.9615384615384616,0.9228187919463088,0.9417808219178082
momentum,0.0005,99,2,9960.0,2489.0,70.0,35.0,0.0128163016983019,0.2097442850543557,0.9991967871485944,0.9509843310566491,0.8519877812489597,0.8368160922249226,0.8432359532844969,0.9506326224387396,6.111572980880737,0.9632107023411371,0.972972972972973,0.9680672268907564,0.9880597014925372,0.9821958456973294,0.9851190476190476,0.9578947368421052,0.9161073825503356,0.9365351629502572,0.9470198675496688,0.934640522875817,0.9407894736842104,0.955631399317406,0.958904109589041,0.9572649572649572,0.9069767441860463,0.7222222222222222,0.8041237113402061,0.9413680781758956,0.9763513513513512,0.9585406301824212,0.9228395061728396,0.9552715654952076,0.9387755102040816,0.0,0.0,0.0,0.9368770764119602,0.9494949494949496,0.94314381270903
momentum,0.0005,99,3,9960.0,2489.0,70.0,43.0,0.0124120431343996,0.1783534319754574,0.99929718875502,0.9550020088388912,0.8554838396460569,0.8552912794207076,0.8553052951276117,0.9549757060590642,6.07630467414856,0.9696969696969696,0.972972972972973,0.9713322091062394,0.976470588235294,0.9851632047477744,0.980797636632201,0.952054794520548,0.9328859060402684,0.9423728813559324,0.9297124600638976,0.9509803921568628,0.9402261712439418,0.9372937293729372,0.9726027397260274,0.9546218487394956,0.9074074074074074,0.9074074074074074,0.9074074074074074,0.9793103448275862,0.9594594594594594,0.969283276450512,0.9580645161290322,0.9488817891373802,0.9534510433386836,0.0,0.0,0.0,0.9448275862068966,0.9225589225589226,0.9335604770017036
momentum,0.0005,99,4,9962.0,2487.0,70.0,46.0,0.0117961592459432,0.211233579047805,0.9992973298534432,0.9425010052271814,0.8360910765059304,0.8373654542794583,0.8366719924109093,0.9425108863969724,6.102960824966431,0.956810631229236,0.972972972972973,0.9648241206030151,0.9822485207100592,0.9851632047477744,0.9837037037037036,0.933774834437086,0.9494949494949496,0.9415692821368948,0.9304635761589404,0.9183006535947712,0.924342105263158,0.918918918918919,0.9315068493150684,0.9251700680272108,0.8,0.8148148148148148,0.8073394495412846,0.9554794520547946,0.9457627118644067,0.950596252129472,0.9603960396039604,0.9297124600638976,0.9448051948051948,0.0,0.0,0.0,0.9228187919463088,0.925925925925926,0.9243697478991596
momentum,0.001,42,0,9956.0,2493.0,70.0,18.0,0.0036097062158586,0.2460069447558758,1.0,0.9538708383473726,0.8464355336787003,0.8486986151268349,0.8473219514255769,0.953846081496824,6.308686971664429,0.9630872483221476,0.9695945945945946,0.9663299663299664,0.9851190476190476,0.9821958456973294,0.9836552748885588,0.9203821656050956,0.9697986577181208,0.9444444444444444,0.9685314685314684,0.9022801302931596,0.9342327150084316,0.9401993355481728,0.9691780821917808,0.954468802698145,0.8070175438596491,0.8363636363636363,0.8214285714285714,0.976271186440678,0.972972972972973,0.9746192893401016,0.9587301587301588,0.961783439490446,0.9602543720190778,0.0,0.0,0.0,0.9450171821305842,0.9228187919463088,0.933786078098472
momentum,0.001,42,1,9958.0,2491.0,70.0,18.0,0.0034435364057538,0.2659780922327581,1.0,0.9506222400642312,0.8454911159616125,0.8439371097072534,0.8446512812831074,0.950549820132356,6.549865245819092,0.96,0.972972972972973,0.9664429530201344,0.976470588235294,0.9851632047477744,0.980797636632201,0.9522184300341296,0.9362416107382552,0.9441624365482232,0.941747572815534,0.9478827361563518,0.9448051948051948,0.9480968858131488,0.9383561643835616,0.9432013769363168,0.8301886792452831,0.8148148148148148,0.8224299065420562,0.969283276450512,0.9594594594594594,0.964346349745331,0.9318885448916407,0.9616613418530352,0.9465408805031446,0.0,0.0,0.0,0.9450171821305842,0.9228187919463088,0.933786078098472
momentum,0.001,42,2,9960.0,2489.0,70.0,17.0,0.0034449545162457,0.2188313852347858,1.0,0.9473684210526316,0.8454445114113825,0.8338869549853223,0.8389706911456489,0.9470424381366768,6.34318995475769,0.976271186440678,0.972972972972973,0.9746192893401016,0.9792899408284024,0.9821958456973294,0.9807407407407408,0.9437086092715232,0.9563758389261744,0.95,0.9483870967741936,0.9607843137254902,0.9545454545454546,0.9269102990033222,0.9554794520547946,0.9409780775716694,0.8666666666666667,0.7222222222222222,0.7878787878787877,0.956081081081081,0.956081081081081,0.956081081081081,0.9288025889967636,0.9169329073482428,0.9228295819935692,0.0,0.0,0.0,0.9283276450511946,0.915824915824916,0.9220338983050848
momentum,0.001,42,3,9960.0,2489.0,70.0,20.0,0.0034948922553917,0.23828034971103,1.0,0.9513860988348736,0.8524431689801564,0.8369911286986431,0.8435094356139053,0.951009682400598,6.414886951446533,0.9603960396039604,0.983108108108108,0.9716193656093488,0.9792899408284024,0.9821958456973294,0.9807407407407408,0.9403508771929824,0.8993288590604027,0.9193825042881648,0.9076923076923076,0.9640522875816994,0.9350237717908082,0.9649122807017544,0.9417808219178082,0.953206239168111,0.9069767441860463,0.7222222222222222,0.8041237113402061,0.972972972972973,0.972972972972973,0.972972972972973,0.9587301587301588,0.9648562300319488,0.961783439490446,0.0,0.0,0.0,0.9331103678929766,0.9393939393939394,0.9362416107382552
momentum,0.001,42,4,9962.0,2487.0,70.0,25.0,0.0034851106054885,0.2020357297345426,1.0,0.9569762766385204,0.8538789160923577,0.8524061560074481,0.8530677511124729,0.956979861811124,6.297897100448608,0.9794520547945206,0.9662162162162162,0.9727891156462584,0.9851190476190476,0.9821958456973294,0.9836552748885588,0.9583333333333334,0.9292929292929292,0.9435897435897436,0.932475884244373,0.9477124183006536,0.940032414910859,0.9403973509933776,0.9726027397260274,0.9562289562289562,0.8679245283018868,0.8518518518518519,0.8598130841121496,0.972508591065292,0.9593220338983052,0.9658703071672357,0.9462025316455696,0.9552715654952076,0.9507154213036566,0.0,0.0,0.0,0.9563758389261744,0.9595959595959596,0.957983193277311
momentum,0.001,7,0,9956.0,2493.0,70.0,16.0,0.0034982057520123,0.2280368689274115,1.0,0.949859606899318,0.844709263871011,0.842125645334397,0.8433687914308028,0.9497218301396526,6.114881753921509,0.9696969696969696,0.972972972972973,0.9713322091062394,0.967930029154519,0.9851632047477744,0.9764705882352942,0.9493243243243245,0.9429530201342282,0.9461279461279462,0.948051948051948,0.9511400651465798,0.9495934959349592,0.9377162629757786,0.928082191780822,0.9328743545611016,0.8301886792452831,0.8,0.8148148148148149,0.9663299663299664,0.9695945945945946,0.9679595278246208,0.9495268138801262,0.9585987261146496,0.9540412044374008,0.0,0.0,0.0,0.9283276450511946,0.912751677852349,0.9204737732656516
momentum,0.001,7,1,9958.0,2491.0,70.0,20.0,0.0034848317361381,0.1818684651037823,1.0,0.9570453633079083,0.8629824900997878,0.852473800934218,0.8572511541459246,0.9569642371709264,6.126092910766602,0.9731543624161074,0.9797297297297296,0.9764309764309764,0.9707602339181286,0.9851632047477744,0.9779086892488954,0.933774834437086,0.9463087248322148,0.94,0.956810631229236,0.9381107491856676,0.9473684210526316,0.9364548494983278,0.958904109589041,0.9475465313028764,0.9787234042553192,0.8518518518518519,0.9108910891089108,0.9763513513513512,0.9763513513513512,0.9763513513513512,0.964401294498382,0.952076677316294,0.9581993569131834,0.0,0.0,0.0,0.9393939393939394,0.9362416107382552,0.9378151260504204
momentum,0.001,7,2,9960.0,2489.0,70.0,18.0,0.0033679365794762,0.2521055249692929,1.0,0.9493772599437524,0.8444272385559433,0.8368645186205008,0.8402852228624637,0.949082301460774,6.1131391525268555,0.9696969696969696,0.972972972972973,0.9713322091062394,0.9766081871345028,0.9910979228486648,0.98379970544919,0.95578231292517,0.9429530201342282,0.9493243243243245,0.9470198675496688,0.934640522875817,0.9407894736842104,0.919732441471572,0.9417808219178082,0.9306260575296108,0.8333333333333334,0.7407407407407407,0.7843137254901961,0.9636963696369636,0.9864864864864864,0.9749582637729548,0.9310344827586208,0.9488817891373802,0.9398734177215188,0.0,0.0,0.0,0.9473684210526316,0.9090909090909092,0.9278350515463918
momentum,0.001,7,3,9960.0,2489.0,70.0,15.0,0.0034188709320064,0.2445878998183656,1.0,0.9513860988348736,0.8433568687227831,0.8387757470682449,0.8408787798183075,0.9512355398509352,6.085239887237549,0.9508196721311476,0.9797297297297296,0.9650582362728783,0.9821958456973294,0.9821958456973294,0.9821958456973294,0.933993399339934,0.9496644295302014,0.9417637271214642,0.9473684210526316,0.9411764705882352,0.9442622950819672,0.9590443686006824,0.9623287671232876,0.9606837606837606,0.8,0.7407407407407407,0.7692307692307692,0.9691780821917808,0.956081081081081,0.9625850340136052,0.9635761589403974,0.9297124600638976,0.9463414634146342,0.0,0.0,0.0,0.9273927392739274,0.9461279461279462,0.9366666666666668
momentum,0.001,7,4,9962.0,2487.0,70.0,14.0,0.0035805758161231,0.2785965194570469,1.0,0.9477281865701648,0.8399737520506412,0.8432521174483913,0.8414512055487556,0.9478754570170688,6.128464937210083,0.9537953795379538,0.9763513513513512,0.9649415692821368,0.9849397590361446,0.9703264094955488,0.9775784753363228,0.918032786885246,0.9427609427609428,0.930232558139535,0.9383116883116884,0.9444444444444444,0.9413680781758956,0.96113074204947,0.9315068493150684,0.9460869565217392,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.968421052631579,0.9355932203389832,0.9517241379310344,0.9612903225806452,0.952076677316294,0.956661316211878,0.0,0.0,0.0,0.924342105263158,0.9461279461279462,0.935108153078203
momentum,0.001,13,0,9956.0,2493.0,70.0,17.0,0.0034611294369295,0.2661067513618944,1.0,0.945447252306458,0.8420580230792714,0.8434025343264022,0.8426413885574175,0.945451658676627,6.155070781707764,0.9534883720930232,0.9695945945945946,0.9614740368509214,0.9761194029850746,0.9703264094955488,0.9732142857142858,0.9218241042345277,0.9496644295302014,0.9355371900826446,0.9271523178807948,0.9120521172638436,0.9195402298850576,0.9368770764119602,0.9657534246575342,0.9510961214165262,0.8392857142857143,0.8545454545454545,0.8468468468468467,0.986206896551724,0.9662162162162162,0.9761092150170648,0.9512987012987012,0.9331210191082804,0.942122186495177,0.0,0.0,0.0,0.9283276450511946,0.912751677852349,0.9204737732656516
momentum,0.001,13,1,9958.0,2491.0,70.0,16.0,0.0036525952647354,0.2719306526058516,1.0,0.9450020072260136,0.8424643367061615,0.8349613342505517,0.8383994079774244,0.9448600176071328,6.286940097808838,0.9602649006622516,0.9797297297297296,0.9698996655518396,0.9848942598187312,0.9673590504451038,0.9760479041916168,0.9423728813559322,0.9328859060402684,0.9376053962900506,0.9475409836065574,0.9413680781758956,0.9444444444444444,0.9315068493150684,0.9315068493150684,0.9315068493150684,0.8541666666666666,0.7592592592592593,0.8039215686274509,0.9494949494949496,0.9527027027027029,0.951096121416526,0.943217665615142,0.9552715654952076,0.9492063492063492,0.0,0.0,0.0,0.9111842105263158,0.929530201342282,0.920265780730897
momentum,0.001,13,2,9960.0,2489.0,70.0,26.0,0.0037193310790052,0.1951329954651584,1.0,0.9529931699477702,0.8513416648019503,0.8474955923215826,0.8493177513487898,0.9529324556184328,6.314151048660278,0.9695945945945946,0.9695945945945946,0.9695945945945946,0.991044776119403,0.9851632047477744,0.988095238095238,0.9324324324324323,0.9261744966442952,0.9292929292929292,0.9533333333333334,0.934640522875817,0.943894389438944,0.9366666666666666,0.9623287671232876,0.9493243243243245,0.8823529411764706,0.8333333333333334,0.8571428571428571,0.9563758389261744,0.9628378378378378,0.9595959595959596,0.9587301587301588,0.9648562300319488,0.961783439490446,0.0,0.0,0.0,0.9328859060402684,0.936026936026936,0.934453781512605
momentum,0.001,13,3,9960.0,2489.0,70.0,17.0,0.0034731414730255,0.2364283147100105,1.0,0.9469666532744074,0.8413923229334795,0.836402884089279,0.8387423719348487,0.9469025699956052,6.148274898529053,0.9758620689655172,0.956081081081081,0.9658703071672354,0.9850746268656716,0.9792284866468842,0.982142857142857,0.952054794520548,0.9328859060402684,0.9423728813559324,0.948220064724919,0.9575163398692812,0.9528455284552846,0.9155405405405406,0.928082191780822,0.9217687074829932,0.82,0.7592592592592593,0.7884615384615384,0.9664429530201344,0.972972972972973,0.9696969696969696,0.9371069182389936,0.952076677316294,0.9445324881141044,0.0,0.0,0.0,0.9136212624584718,0.925925925925926,0.919732441471572
momentum,0.001,13,4,9962.0,2487.0,70.0,12.0,0.0034447020973545,0.2576133966724384,1.0,0.9537595496582228,0.8469234395468686,0.8465153184234383,0.8466726348201592,0.9537127568411392,6.178736686706543,0.9658703071672357,0.956081081081081,0.9609507640067912,0.9710982658959536,0.9970326409495548,0.9838945827232796,0.9627118644067796,0.9562289562289562,0.9594594594594594,0.9534883720930232,0.937908496732026,0.945634266886326,0.9649122807017544,0.9417808219178082,0.953206239168111,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.9629629629629628,0.9694915254237289,0.966216216216216,0.9367088607594936,0.9456869009584664,0.9411764705882352,0.0,0.0,0.0,0.9366666666666666,0.9461279461279462,0.9413735343383584
momentum,0.001,21,0,9956.0,2493.0,70.0,23.0,0.0035664974567914,0.1800933870384163,1.0,0.9554753309265944,0.8597640616058102,0.8469952046953404,0.8526337319939085,0.9553707263376908,6.133984088897705,0.966996699669967,0.9898648648648648,0.9782971619365608,0.982089552238806,0.9762611275964392,0.9791666666666664,0.9494949494949496,0.9463087248322148,0.9478991596638656,0.9573770491803278,0.9511400651465798,0.9542483660130718,0.9235880398671096,0.952054794520548,0.9376053962900506,0.9565217391304348,0.8,0.8712871287128713,0.979381443298969,0.9628378378378378,0.9710391822827938,0.9616613418530352,0.9585987261146496,0.9601275917065392,0.0,0.0,0.0,0.9205298013245032,0.9328859060402684,0.9266666666666667
momentum,0.001,21,1,9958.0,2491.0,70.0,21.0,0.0035016248100175,0.2539007918800656,1.0,0.95343235648334,0.8476819705953943,0.8402094068351863,0.8436474226280145,0.9531770530767556,6.156752824783325,0.9504950495049505,0.972972972972973,0.9616026711185308,0.976470588235294,0.9851632047477744,0.980797636632201,0.9523809523809524,0.9395973154362416,0.945945945945946,0.9478827361563518,0.9478827361563518,0.9478827361563518,0.9484536082474226,0.9452054794520548,0.9468267581475128,0.8333333333333334,0.7407407407407407,0.7843137254901961,0.9695945945945946,0.9695945945945946,0.9695945945945946,0.9558359621451104,0.9680511182108626,0.961904761904762,0.0,0.0,0.0,0.9423728813559322,0.9328859060402684,0.9376053962900506
momentum,0.001,21,2,9960.0,2489.0,70.0,16.0,0.0034321900748948,0.2520634460841636,1.0,0.9469666532744074,0.8423748191992384,0.8411021295189263,0.8416450931414259,0.9469273077916384,6.119440793991089,0.9475409836065574,0.9763513513513512,0.9617304492512478,0.973293768545994,0.973293768545994,0.973293768545994,0.9417808219178082,0.9228187919463088,0.9322033898305084,0.9478827361563518,0.9509803921568628,0.9494290375203914,0.9141914191419142,0.9486301369863014,0.93109243697479,0.8301886792452831,0.8148148148148148,0.8224299065420562,0.9623287671232876,0.9493243243243245,0.95578231292517,0.954983922829582,0.9488817891373802,0.9519230769230768,0.0,0.0,0.0,0.9515570934256056,0.925925925925926,0.938566552901024
