optimizer,lr,seed,fold,n_train,n_val,total_epochs,best_epoch,train_loss_final,val_loss_final,train_acc_final,val_acc_final,macro_precision,macro_recall,macro_f1,weighted_f1,time_seconds,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_2,recall_2,f1_2,precision_3,recall_3,f1_3,precision_4,recall_4,f1_4,precision_5,recall_5,f1_5,precision_6,recall_6,f1_6,precision_7,recall_7,f1_7,precision_8,recall_8,f1_8,precision_9,recall_9,f1_9
momentum,0.001,21,3,9960.0,2489.0,70.0,17.0,0.0035026188449706,0.2388195029124182,1.0,0.9550020088388912,0.8537094646135973,0.852298016296451,0.8529734953721524,0.9550049571967631,6.155418157577515,0.9763513513513512,0.9763513513513512,0.9763513513513512,0.9733727810650888,0.9762611275964392,0.9748148148148148,0.9377049180327868,0.959731543624161,0.9485903814262024,0.9442622950819672,0.9411764705882352,0.9427168576104746,0.9450171821305842,0.9417808219178082,0.9433962264150942,0.8867924528301887,0.8703703703703703,0.8785046728971964,0.972508591065292,0.956081081081081,0.9642248722316864,0.964630225080386,0.9584664536741214,0.9615384615384616,0.0,0.0,0.0,0.9364548494983278,0.9427609427609428,0.9395973154362418
momentum,0.001,21,4,9962.0,2487.0,70.0,18.0,0.003675306524496,0.2083405497047536,1.0,0.95416164053076,0.8446567763412137,0.8424069846292219,0.8434800736862724,0.9540631988685584,6.177381753921509,0.9732441471571908,0.983108108108108,0.9781512605042018,0.9794117647058824,0.9881305637982196,0.983751846381093,0.9455782312925172,0.936026936026936,0.9407783417935704,0.944078947368421,0.937908496732026,0.940983606557377,0.9393939393939394,0.9554794520547946,0.9473684210526316,0.7884615384615384,0.7592592592592593,0.7735849056603773,0.9662162162162162,0.9694915254237289,0.9678510998307952,0.973941368078176,0.9552715654952076,0.964516129032258,0.0,0.0,0.0,0.9362416107382552,0.9393939393939394,0.9378151260504204
momentum,0.001,99,0,9956.0,2493.0,70.0,16.0,0.0035219831903674,0.2276200185459805,1.0,0.9558764540714,0.8556481750971512,0.8486442131403052,0.8518505284392421,0.9557573579443396,6.110939025878906,0.976510067114094,0.983108108108108,0.9797979797979798,0.9763313609467456,0.9792284866468842,0.9777777777777776,0.969283276450512,0.953020134228188,0.961082910321489,0.9283489096573208,0.970684039087948,0.9490445859872612,0.9535714285714286,0.9143835616438356,0.9335664335664337,0.9,0.8181818181818182,0.8571428571428572,0.9763513513513512,0.9763513513513512,0.9763513513513512,0.9555555555555556,0.9585987261146496,0.9570747217806042,0.0,0.0,0.0,0.9205298013245032,0.9328859060402684,0.9266666666666667
momentum,0.001,99,1,9958.0,2491.0,70.0,18.0,0.0037385669211291,0.2794103225489333,1.0,0.951023685266961,0.8478064677247585,0.8385161120307041,0.84263113792913,0.9509154602843176,6.112796783447266,0.9864864864864864,0.9864864864864864,0.9864864864864864,0.9790419161676648,0.9703264094955488,0.9746646795827124,0.9012738853503184,0.9496644295302014,0.9248366013071896,0.9442622950819672,0.9381107491856676,0.9411764705882352,0.945945945945946,0.958904109589041,0.9523809523809524,0.851063829787234,0.7407407407407407,0.7920792079207921,0.979381443298969,0.9628378378378378,0.9710391822827938,0.9256965944272446,0.9552715654952076,0.940251572327044,0.0,0.0,0.0,0.9649122807017544,0.9228187919463088,0.9433962264150942
momentum,0.001,99,2,9960.0,2489.0,70.0,19.0,0.0035769383678975,0.2276653691798203,1.0,0.9509843310566491,0.8519599888933824,0.8368145490739174,0.8432174723159713,0.9506129287533792,6.0954749584198,0.9630872483221476,0.9695945945945946,0.9663299663299664,0.9851190476190476,0.9821958456973294,0.9836552748885588,0.951219512195122,0.9161073825503356,0.9333333333333332,0.9563758389261744,0.931372549019608,0.9437086092715232,0.95578231292517,0.9623287671232876,0.9590443686006824,0.9069767441860463,0.7222222222222222,0.8041237113402061,0.9415584415584416,0.9797297297297296,0.9602649006622516,0.925925925925926,0.9584664536741214,0.9419152276295132,0.0,0.0,0.0,0.9335548172757476,0.9461279461279462,0.939799331103679
momentum,0.001,99,3,9960.0,2489.0,70.0,19.0,0.0035057387923029,0.189598737506026,1.0,0.9582161510646846,0.8568847098037274,0.8594332970117,0.8580499574726472,0.9582184482680636,6.09831976890564,0.9665551839464884,0.9763513513513512,0.9714285714285714,0.9823008849557522,0.9881305637982196,0.985207100591716,0.9461279461279462,0.9429530201342282,0.9445378151260504,0.9477124183006536,0.9477124183006536,0.9477124183006536,0.9342105263157896,0.9726027397260274,0.953020134228188,0.8928571428571429,0.925925925925926,0.9090909090909092,0.9861111111111112,0.9594594594594594,0.9726027397260274,0.9614147909967846,0.9552715654952076,0.9583333333333334,0.0,0.0,0.0,0.9515570934256056,0.925925925925926,0.938566552901024
momentum,0.001,99,4,9962.0,2487.0,70.0,20.0,0.0032837607439783,0.2257138741554467,1.0,0.9437072778447928,0.839498040286091,0.8382974282239258,0.8388360223598502,0.9436706157641416,6.10357403755188,0.9537953795379538,0.9763513513513512,0.9649415692821368,0.9823008849557522,0.9881305637982196,0.985207100591716,0.9366666666666666,0.9461279461279462,0.9413735343383584,0.930921052631579,0.9248366013071896,0.9278688524590164,0.915824915824916,0.9315068493150684,0.9235993208828523,0.8301886792452831,0.8148148148148148,0.8224299065420562,0.9619377162629758,0.9423728813559322,0.952054794520548,0.9605263157894736,0.9329073482428116,0.946515397082658,0.0,0.0,0.0,0.9228187919463088,0.925925925925926,0.9243697478991596
momentum,0.005,42,0,9956.0,2493.0,70.0,3.0,0.0003287846335519,0.2736623171174782,1.0,0.96028880866426,0.8499117449407836,0.8553286794950873,0.8522820663083024,0.9603231687248944,6.150065898895264,0.9696969696969696,0.972972972972973,0.9713322091062394,0.9823529411764704,0.9910979228486648,0.9867060561299852,0.941747572815534,0.976510067114094,0.958813838550247,0.9721254355400696,0.9087947882736156,0.9393939393939392,0.9401993355481728,0.9691780821917808,0.954468802698145,0.7833333333333333,0.8545454545454545,0.817391304347826,0.9795221843003412,0.9695945945945946,0.9745331069609507,0.971518987341772,0.9777070063694268,0.9746031746031746,0.0,0.0,0.0,0.9586206896551724,0.9328859060402684,0.9455782312925172
momentum,0.005,42,1,9958.0,2491.0,70.0,4.0,0.0003194752670036,0.3086275276312614,1.0,0.9546366920915296,0.8484382145592952,0.8457420091718246,0.8470240389345598,0.954538180304852,6.18012809753418,0.9632107023411371,0.972972972972973,0.9680672268907564,0.976470588235294,0.9851632047477744,0.980797636632201,0.9527027027027029,0.9463087248322148,0.9494949494949496,0.9540983606557376,0.9478827361563518,0.9509803921568628,0.9545454545454546,0.934931506849315,0.944636678200692,0.8269230769230769,0.7962962962962963,0.8113207547169811,0.9694915254237289,0.9662162162162162,0.9678510998307952,0.9409937888198758,0.9680511182108626,0.9543307086614174,0.0,0.0,0.0,0.945945945945946,0.9395973154362416,0.9427609427609428
momentum,0.005,42,2,9960.0,2489.0,70.0,6.0,0.0003217073539147,0.2519620632685972,1.0,0.9489754921655283,0.8475475297881856,0.8397684974406721,0.8433473783461857,0.948818404206728,6.1194000244140625,0.9693877551020408,0.9628378378378378,0.9661016949152542,0.9821958456973294,0.9821958456973294,0.9821958456973294,0.9501661129568106,0.959731543624161,0.9549248747913188,0.960655737704918,0.9575163398692812,0.9590834697217676,0.93,0.9554794520547946,0.9425675675675677,0.875,0.7777777777777778,0.823529411764706,0.953020134228188,0.9594594594594594,0.956228956228956,0.9230769230769232,0.9201277955271564,0.9216,0.0,0.0,0.0,0.9319727891156464,0.9225589225589226,0.9272419627749576
momentum,0.005,42,3,9960.0,2489.0,70.0,5.0,0.0003311456989491,0.3094615514477628,1.0,0.9517878666130976,0.8514138435677634,0.8403450321856966,0.8451731269281935,0.9514455889012716,6.1795289516448975,0.9539473684210528,0.9797297297297296,0.9666666666666666,0.976470588235294,0.9851632047477744,0.980797636632201,0.9466192170818504,0.8926174496644296,0.918825561312608,0.9164086687306502,0.9673202614379084,0.9411764705882352,0.9686411149825784,0.952054794520548,0.9602763385146804,0.8913043478260869,0.7592592592592593,0.8200000000000001,0.9665551839464884,0.9763513513513512,0.9714285714285714,0.9585987261146496,0.9616613418530352,0.9601275917065392,0.0,0.0,0.0,0.9355932203389832,0.9292929292929292,0.9324324324324323
momentum,0.005,42,4,9962.0,2487.0,70.0,5.0,0.0003305268640501,0.2286753679059676,1.0,0.9553679131483716,0.8535585071328272,0.8495195906157205,0.8514283092751841,0.9553317050687476,6.143524169921875,0.979591836734694,0.972972972972973,0.976271186440678,0.9880597014925372,0.9821958456973294,0.9851190476190476,0.9450171821305842,0.925925925925926,0.935374149659864,0.9352750809061487,0.9444444444444444,0.9398373983739836,0.9366666666666666,0.9623287671232876,0.9493243243243245,0.8823529411764706,0.8333333333333334,0.8571428571428571,0.9690721649484536,0.9559322033898304,0.962457337883959,0.946372239747634,0.9584664536741214,0.9523809523809524,0.0,0.0,0.0,0.9531772575250836,0.9595959595959596,0.9563758389261744
momentum,0.005,7,0,9956.0,2493.0,70.0,3.0,0.0003258440973452,0.2722760131983812,1.0,0.9534697152025672,0.8511993733688522,0.8420801634192907,0.8462270513339332,0.9532169550337524,6.178202152252197,0.9728813559322034,0.9695945945945946,0.9712351945854484,0.9765395894428152,0.9881305637982196,0.9823008849557522,0.9461279461279462,0.9429530201342282,0.9445378151260504,0.9537953795379538,0.9413680781758956,0.9475409836065573,0.931740614334471,0.934931506849315,0.9333333333333332,0.875,0.7636363636363637,0.8155339805825242,0.959866220735786,0.9695945945945946,0.9647058823529412,0.9504643962848296,0.9777070063694268,0.9638932496075352,0.0,0.0,0.0,0.9455782312925172,0.9328859060402684,0.9391891891891893
momentum,0.005,7,1,9958.0,2491.0,70.0,6.0,0.0003295733778684,0.2128762050837261,1.0,0.962665596146126,0.8675640725172553,0.8571287284942504,0.8618617562082169,0.9625732780503342,6.34865403175354,0.9764309764309764,0.9797297297297296,0.9780775716694772,0.9793510324483776,0.9851632047477744,0.9822485207100592,0.9496644295302014,0.9496644295302014,0.9496644295302014,0.9663299663299664,0.9348534201954396,0.9503311258278146,0.9429530201342282,0.9623287671232876,0.952542372881356,0.9787234042553192,0.8518518518518519,0.9108910891089108,0.976510067114094,0.983108108108108,0.9797979797979798,0.961783439490446,0.9648562300319488,0.963317384370016,0.0,0.0,0.0,0.943894389438944,0.959731543624161,0.951747088186356
momentum,0.005,7,2,9960.0,2489.0,70.0,3.0,0.0003235772348559,0.2992150747139724,1.0,0.9533949377259944,0.8488891223491372,0.8386955347031277,0.8432119287352264,0.9530248891865388,6.22763204574585,0.9730639730639732,0.9763513513513512,0.9747048903878583,0.9794721407624634,0.9910979228486648,0.9852507374631267,0.9562289562289562,0.953020134228188,0.9546218487394958,0.956810631229236,0.9411764705882352,0.9489291598023064,0.9328859060402684,0.952054794520548,0.9423728813559324,0.8478260869565217,0.7222222222222222,0.78,0.9701986754966888,0.9898648648648648,0.979933110367893,0.9283489096573208,0.952076677316294,0.9400630914826498,0.0,0.0,0.0,0.944055944055944,0.9090909090909092,0.9262435677530017
momentum,0.005,7,3,9960.0,2489.0,70.0,4.0,0.0003257066074929,0.2835805695307343,1.0,0.9550020088388912,0.8500341463715413,0.8462463391113542,0.8479926017933298,0.9549147009167224,6.127441883087158,0.9537953795379538,0.9763513513513512,0.9649415692821368,0.9794117647058824,0.9881305637982196,0.983751846381093,0.9344262295081968,0.9563758389261744,0.945273631840796,0.9536423841059604,0.9411764705882352,0.9473684210526316,0.9655172413793104,0.958904109589041,0.9621993127147768,0.8431372549019608,0.7962962962962963,0.8190476190476189,0.9726027397260274,0.9594594594594594,0.9659863945578232,0.9668874172185432,0.9329073482428116,0.9495934959349592,0.0,0.0,0.0,0.930921052631579,0.9528619528619529,0.9417637271214642
momentum,0.005,7,4,9962.0,2487.0,70.0,3.0,0.0003241670212181,0.3174661920767846,1.0,0.95416164053076,0.8465273533063732,0.8500133186111564,0.8481497106717957,0.9542809638347473,6.126968145370483,0.9697986577181208,0.9763513513513512,0.9730639730639732,0.9939577039274924,0.9762611275964392,0.9850299401197604,0.9366666666666666,0.9461279461279462,0.9413735343383584,0.9448051948051948,0.9509803921568628,0.9478827361563515,0.9644128113879004,0.928082191780822,0.9458987783595112,0.8070175438596491,0.8518518518518519,0.8288288288288288,0.9593220338983052,0.9593220338983052,0.9593220338983052,0.9616613418530352,0.9616613418530352,0.9616613418530352,0.0,0.0,0.0,0.9276315789473684,0.9494949494949496,0.9384359400998336
momentum,0.005,13,0,9956.0,2493.0,70.0,2.0,0.0003189508170414,0.3145423512071773,1.0,0.9494584837545126,0.8435169129822582,0.843743526841679,0.8435224015337732,0.9494417909487902,6.254239082336426,0.9475409836065574,0.9763513513513512,0.9617304492512478,0.9879154078549848,0.9703264094955488,0.9790419161676646,0.919614147909968,0.959731543624161,0.9392446633825944,0.9362416107382552,0.9087947882736156,0.9223140495867768,0.9527027027027029,0.9657534246575342,0.9591836734693876,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.9829351535836176,0.972972972972973,0.9779286926994908,0.9580645161290322,0.945859872611465,0.951923076923077,0.0,0.0,0.0,0.9319727891156464,0.9194630872483222,0.9256756756756758
momentum,0.005,13,1,9958.0,2491.0,70.0,3.0,0.0003363710233569,0.3148803144808835,1.0,0.9514251304696908,0.8485303219498693,0.8448110657629699,0.8465619408551305,0.9513758698570656,6.083334922790527,0.9636963696369636,0.9864864864864864,0.9749582637729548,0.9820359281437124,0.973293768545994,0.977645305514158,0.9554794520547946,0.9362416107382552,0.9457627118644067,0.954248366013072,0.9511400651465798,0.9526916802610114,0.9256756756756755,0.9383561643835616,0.9319727891156464,0.8627450980392157,0.8148148148148148,0.838095238095238,0.9562289562289562,0.9594594594594594,0.957841483979764,0.964401294498382,0.952076677316294,0.9581993569131834,0.0,0.0,0.0,0.9207920792079208,0.9362416107382552,0.9284525790349418
momentum,0.005,13,2,9960.0,2489.0,70.0,6.0,0.0003368830026803,0.2257420505436378,1.0,0.956609079951788,0.8557318593371409,0.8504439807475517,0.8529254381273577,0.956550712729726,6.151234149932861,0.9728813559322034,0.9695945945945946,0.9712351945854484,0.997005988023952,0.9881305637982196,0.992548435171386,0.9362416107382552,0.9362416107382552,0.9362416107382552,0.9534883720930232,0.937908496732026,0.945634266886326,0.9368770764119602,0.9657534246575342,0.9510961214165262,0.9,0.8333333333333334,0.8653846153846153,0.9531772575250836,0.9628378378378378,0.9579831932773112,0.9650793650793652,0.9712460063897764,0.9681528662420382,0.0,0.0,0.0,0.9425675675675677,0.9393939393939394,0.9409780775716696
momentum,0.005,13,3,9960.0,2489.0,70.0,3.0,0.0003232761239124,0.2916081846393044,1.0,0.9509843310566491,0.8449733416428942,0.8412315655995428,0.8430076330602244,0.9509585565333538,6.072123050689697,0.9793103448275862,0.9594594594594594,0.969283276450512,0.9880239520958084,0.9792284866468842,0.9836065573770492,0.9494949494949496,0.9463087248322148,0.9478991596638656,0.9545454545454546,0.9607843137254902,0.9576547231270358,0.9278350515463918,0.9246575342465754,0.9262435677530018,0.8235294117647058,0.7777777777777778,0.7999999999999999,0.9664429530201344,0.972972972972973,0.9696969696969696,0.9493670886075948,0.9584664536741214,0.9538950715421304,0.0,0.0,0.0,0.9111842105263158,0.9326599326599326,0.9217970049916804
momentum,0.005,13,4,9962.0,2487.0,70.0,2.0,0.000327076810926,0.3075233998709574,1.0,0.9569762766385204,0.8522949511004821,0.8506585842849488,0.8513995239193275,0.9568938354631992,6.099496126174927,0.9661016949152542,0.9628378378378378,0.964467005076142,0.9739130434782608,0.9970326409495548,0.9853372434017597,0.9690721649484536,0.9494949494949496,0.9591836734693878,0.9663299663299664,0.937908496732026,0.9519071310116084,0.9547038327526132,0.9383561643835616,0.9464594127806564,0.8490566037735849,0.8333333333333334,0.8411214953271028,0.9633333333333334,0.9796610169491524,0.9714285714285716,0.9404388714733544,0.9584664536741214,0.9493670886075948,0.0,0.0,0.0,0.94,0.9494949494949496,0.9447236180904524
momentum,0.005,21,0,9956.0,2493.0,70.0,6.0,0.0003344269741423,0.2021410529332707,1.0,0.9618933012434816,0.861950581468475,0.8552291259193725,0.8583620259085176,0.9618088373401104,6.123502254486084,0.966996699669967,0.9898648648648648,0.9782971619365608,0.9850746268656716,0.9792284866468842,0.982142857142857,0.9696969696969696,0.9664429530201344,0.9680672268907564,0.9668874172185432,0.9511400651465798,0.9589490968801314,0.9423728813559322,0.952054794520548,0.9471890971039182,0.92,0.8363636363636363,0.8761904761904761,0.979591836734694,0.972972972972973,0.976271186440678,0.959119496855346,0.9713375796178344,0.9651898734177214,0.0,0.0,0.0,0.9297658862876256,0.9328859060402684,0.931323283082077
momentum,0.005,21,1,9958.0,2491.0,70.0,4.0,0.0003258217249877,0.2623704981221327,1.0,0.9570453633079083,0.8493681264895381,0.8432525603035442,0.8460808268388564,0.9568181667964376,6.179631233215332,0.9570957095709572,0.9797297297297296,0.968280467445743,0.976401179941003,0.9821958456973294,0.9792899408284024,0.9688581314878892,0.9395973154362416,0.9540034071550256,0.9514563106796116,0.9576547231270358,0.9545454545454544,0.9551724137931036,0.9486301369863014,0.9518900343642612,0.8163265306122449,0.7407407407407407,0.7766990291262137,0.9632107023411371,0.972972972972973,0.9680672268907564,0.9558359621451104,0.9680511182108626,0.961904761904762,0.0,0.0,0.0,0.9493243243243245,0.9429530201342282,0.9461279461279462
momentum,0.005,21,2,9960.0,2489.0,70.0,5.0,0.0003202532310631,0.3164838171563173,1.0,0.94817195660908,0.8458962691530948,0.8421439187200818,0.8439227527983263,0.9480927246036506,6.249057054519653,0.9570957095709572,0.9797297297297296,0.968280467445743,0.9761904761904762,0.973293768545994,0.974739970282318,0.9393939393939394,0.9362416107382552,0.9378151260504204,0.9415584415584416,0.9477124183006536,0.9446254071661236,0.925925925925926,0.9417808219178082,0.933786078098472,0.8627450980392157,0.8148148148148148,0.838095238095238,0.9625850340136054,0.956081081081081,0.9593220338983052,0.9546925566343042,0.9424920127795527,0.9485530546623794,0.0,0.0,0.0,0.9387755102040816,0.9292929292929292,0.934010152284264
momentum,0.005,21,3,9960.0,2489.0,70.0,6.0,0.0003259906779094,0.2558362969736395,1.0,0.957010847730012,0.8540215959478472,0.853910680767985,0.8539386581513119,0.9569837084481676,6.183673858642578,0.9697986577181208,0.9763513513513512,0.9730639730639732,0.976401179941003,0.9821958456973294,0.9792899408284024,0.943894389438944,0.959731543624161,0.951747088186356,0.95,0.931372549019608,0.9405940594059404,0.9518900343642612,0.9486301369863014,0.9502572898799314,0.8703703703703703,0.8703703703703703,0.8703703703703703,0.976027397260274,0.9628378378378378,0.9693877551020408,0.9526813880126184,0.9648562300319488,0.9587301587301588,0.0,0.0,0.0,0.9491525423728814,0.9427609427609428,0.945945945945946
momentum,0.005,21,4,9962.0,2487.0,70.0,6.0,0.0003298505776195,0.2379757151996614,1.0,0.9553679131483716,0.8481953189209571,0.8433819529945067,0.8456521707271027,0.95518231855354,6.1612389087677,0.9764309764309764,0.9797297297297296,0.9780775716694772,0.9794117647058824,0.9881305637982196,0.983751846381093,0.952054794520548,0.936026936026936,0.9439728353140916,0.9411764705882352,0.9411764705882352,0.9411764705882352,0.9491525423728814,0.958904109589041,0.9540034071550256,0.82,0.7592592592592593,0.7884615384615384,0.96,0.976271186440678,0.9680672268907564,0.9647435897435898,0.9616613418530352,0.9632,0.0,0.0,0.0,0.9389830508474576,0.9326599326599326,0.9358108108108107
momentum,0.005,99,0,9956.0,2493.0,70.0,2.0,0.0003270921888555,0.2769897851990795,1.0,0.959486562374649,0.8570289231358726,0.8515035515101665,0.8540653042276725,0.959342736376262,6.1754491329193115,0.9765886287625418,0.9864864864864864,0.9815126050420168,0.976401179941003,0.9821958456973294,0.9792899408284024,0.9794520547945206,0.959731543624161,0.9694915254237289,0.9430379746835444,0.970684039087948,0.956661316211878,0.9501779359430604,0.9143835616438356,0.9319371727748692,0.8823529411764706,0.8181818181818182,0.8490566037735848,0.9761904761904762,0.9695945945945946,0.9728813559322034,0.9625,0.9808917197452228,0.9716088328075708,0.0,0.0,0.0,0.9235880398671096,0.9328859060402684,0.9282136894824708
momentum,0.005,99,1,9958.0,2491.0,70.0,3.0,0.000332069796791,0.2990006315470144,1.0,0.9554395824969892,0.853052251561446,0.8436010562892939,0.8478289349400852,0.95530359878391,6.072251081466675,0.9831649831649832,0.9864864864864864,0.984822934232715,0.982089552238806,0.9762611275964392,0.9791666666666664,0.9161290322580644,0.953020134228188,0.9342105263157896,0.9508196721311476,0.9446254071661238,0.9477124183006536,0.95578231292517,0.9623287671232876,0.9590443686006824,0.8723404255319149,0.7592592592592593,0.8118811881188118,0.976027397260274,0.9628378378378378,0.9693877551020408,0.9290123456790124,0.9616613418530352,0.9450549450549453,0.0,0.0,0.0,0.9651567944250872,0.929530201342282,0.947008547008547
momentum,0.005,99,2,9960.0,2489.0,70.0,5.0,0.0003304418230446,0.2523771053366571,1.0,0.9578143832864604,0.8576960977466574,0.8439934781205072,0.8498747984610503,0.9574979067767349,6.121267795562744,0.959731543624161,0.9662162162162162,0.962962962962963,0.9880597014925372,0.9821958456973294,0.9851190476190476,0.965034965034965,0.9261744966442952,0.9452054794520548,0.956953642384106,0.9444444444444444,0.950657894736842,0.9659863945578232,0.9726027397260274,0.9692832764505118,0.9090909090909092,0.7407407407407407,0.8163265306122449,0.9387096774193548,0.983108108108108,0.9603960396039604,0.949685534591195,0.9648562300319488,0.9572107765451664,0.0,0.0,0.0,0.9437086092715232,0.9595959595959596,0.9515859766277128
momentum,0.005,99,3,9960.0,2489.0,70.0,7.0,0.0003345877344544,0.2071026351137078,1.0,0.9618320610687024,0.8600429000550367,0.8639631679207147,0.8618757750597481,0.9618632696050342,6.131145000457764,0.9696969696969696,0.972972972972973,0.9713322091062394,0.985207100591716,0.9881305637982196,0.9866666666666668,0.9493243243243245,0.9429530201342282,0.9461279461279462,0.9572368421052632,0.9509803921568628,0.9540983606557376,0.943894389438944,0.9794520547945206,0.961344537815126,0.8947368421052632,0.9444444444444444,0.918918918918919,0.9930313588850174,0.9628378378378378,0.9777015437392796,0.9615384615384616,0.9584664536741214,0.96,0.0,0.0,0.0,0.9457627118644067,0.9393939393939394,0.9425675675675677
momentum,0.005,99,4,9962.0,2487.0,70.0,5.0,0.0003078357769973,0.2633823315565141,1.0,0.9505428226779252,0.8448792107972445,0.8485262166331478,0.8465670975610304,0.9505591691708846,6.167192220687866,0.9635761589403974,0.983108108108108,0.9732441471571908,0.9823008849557522,0.9881305637982196,0.985207100591716,0.931372549019608,0.9595959595959596,0.945273631840796,0.9494949494949496,0.9215686274509804,0.9353233830845772,0.928813559322034,0.9383561643835616,0.9335604770017036,0.8245614035087719,0.8703703703703703,0.8468468468468469,0.9688581314878892,0.9491525423728814,0.958904109589041,0.961038961038961,0.9456869009584664,0.9533011272141706,0.0,0.0,0.0,0.9387755102040816,0.9292929292929292,0.934010152284264
momentum,0.01,42,0,9956.0,2493.0,70.0,3.0,0.0001331641725104,0.2867548557200056,1.0,0.9630966706778982,0.8569121205496067,0.859184560030944,0.8578209217511519,0.963064555578318,6.200494050979614,0.9698996655518396,0.9797297297297296,0.9747899159663864,0.985207100591716,0.9881305637982196,0.9866666666666668,0.935897435897436,0.9798657718120806,0.957377049180328,0.9790209790209792,0.9120521172638436,0.9443507588532885,0.9429530201342282,0.9623287671232876,0.952542372881356,0.8421052631578947,0.8727272727272727,0.8571428571428571,0.9829931972789115,0.9763513513513512,0.9796610169491526,0.9654088050314464,0.9777070063694268,0.971518987341772,0.0,0.0,0.0,0.9656357388316152,0.9429530201342282,0.9541595925297114
momentum,0.01,42,1,9958.0,2491.0,70.0,1.0,0.0001308157757308,0.3007984382966436,1.0,0.957848253713368,0.8534517062548634,0.8544951987685625,0.8539268507590213,0.9578389711057618,6.239294052124023,0.9764309764309764,0.9797297297297296,0.9780775716694772,0.9822485207100592,0.9851632047477744,0.9837037037037036,0.9528619528619529,0.9496644295302014,0.9512605042016806,0.9475409836065574,0.9413680781758956,0.9444444444444444,0.96113074204947,0.9315068493150684,0.9460869565217392,0.8545454545454545,0.8703703703703703,0.8623853211009175,0.9728813559322034,0.9695945945945946,0.9712351945854484,0.95,0.9712460063897764,0.9605055292259084,0.0,0.0,0.0,0.9368770764119602,0.9463087248322148,0.9415692821368948
momentum,0.01,42,2,9960.0,2489.0,70.0,2.0,0.0001332203773672,0.2656756416472451,1.0,0.9529931699477702,0.851349347170621,0.8461105933218296,0.8485903338839194,0.9529216268084336,6.153402090072632,0.9829931972789115,0.9763513513513512,0.9796610169491526,0.9792899408284024,0.9821958456973294,0.9807407407407408,0.9531772575250836,0.9563758389261744,0.9547738693467336,0.960655737704918,0.9575163398692812,0.9590834697217676,0.929530201342282,0.9486301369863014,0.9389830508474576,0.88,0.8148148148148148,0.8461538461538461,0.9629629629629628,0.9662162162162162,0.9645868465430018,0.9387096774193548,0.9297124600638976,0.9341894060995184,0.0,0.0,0.0,0.9261744966442952,0.9292929292929292,0.9277310924369748
momentum,0.01,42,3,9960.0,2489.0,70.0,2.0,0.000138453134702,0.3324887753691592,1.0,0.956609079951788,0.8571399429522982,0.8459632471750252,0.8508955298742704,0.9563504945015514,6.143466949462891,0.9601328903654484,0.9763513513513512,0.9681742043551088,0.9792899408284024,0.9821958456973294,0.9807407407407408,0.951048951048951,0.912751677852349,0.9315068493150686,0.9247648902821316,0.9640522875816994,0.944,0.972318339100346,0.9623287671232876,0.9672977624784854,0.9130434782608696,0.7777777777777778,0.84,0.9573770491803278,0.9864864864864864,0.9717138103161398,0.9678456591639872,0.9616613418530352,0.9647435897435898,0.0,0.0,0.0,0.9455782312925172,0.936026936026936,0.9407783417935704
momentum,0.01,42,4,9962.0,2487.0,70.0,4.0,0.000133518374235,0.2582927245215105,1.0,0.9585846401286692,0.8559392326535045,0.8505502414436444,0.8530761876745612,0.9584912675269884,6.248769998550415,0.9796610169491524,0.9763513513513512,0.9780033840947546,0.985207100591716,0.9881305637982196,0.9866666666666668,0.9584775086505192,0.9326599326599326,0.9453924914675768,0.945337620578778,0.9607843137254902,0.9529983792544572,0.9429530201342282,0.9623287671232876,0.952542372881356,0.88,0.8148148148148148,0.8461538461538461,0.9656357388316152,0.952542372881356,0.9590443686006824,0.9585987261146496,0.9616613418530352,0.9601275917065392,0.0,0.0,0.0,0.9435215946843852,0.9562289562289562,0.9498327759197324
momentum,0.01,7,0,9956.0,2493.0,70.0,3.0,0.0001352266053532,0.2782185306212825,1.0,0.9522663457681508,0.8506891565247351,0.8441481155318067,0.8472036126258524,0.9520837395358692,6.2686920166015625,0.9665551839464884,0.9763513513513512,0.9714285714285714,0.9707602339181286,0.9851632047477744,0.9779086892488954,0.9494949494949496,0.9463087248322148,0.9478991596638656,0.9501661129568106,0.9315960912052116,0.9407894736842104,0.9351535836177476,0.9383561643835616,0.9367521367521366,0.88,0.8,0.8380952380952381,0.9628378378378378,0.9628378378378378,0.9628378378378378,0.9561128526645768,0.9713375796178344,0.9636650868878358,0.0,0.0,0.0,0.9358108108108107,0.929530201342282,0.9326599326599329
momentum,0.01,7,1,9958.0,2491.0,70.0,2.0,0.0001368703300519,0.2163600949115502,1.0,0.9642713769570452,0.8674496707491179,0.8615247747067786,0.864231883148231,0.9641924775358972,6.310312271118164,0.9764309764309764,0.9797297297297296,0.9780775716694772,0.9765395894428152,0.9881305637982196,0.9823008849557522,0.9318181818181818,0.9630872483221476,0.9471947194719472,0.9758620689655172,0.9218241042345277,0.948073701842546,0.953020134228188,0.9726027397260274,0.9627118644067796,0.96,0.8888888888888888,0.923076923076923,0.976510067114094,0.983108108108108,0.9797979797979798,0.9648562300319488,0.9648562300319488,0.9648562300319488,0.0,0.0,0.0,0.9594594594594594,0.953020134228188,0.956228956228956
