n_corridas,train_acc_mean,train_acc_std,train_loss_mean,train_loss_std,val_acc_mean,val_acc_std,val_macro_precision_mean,val_macro_precision_std,val_macro_recall_mean,val_macro_recall_std,val_macro_f1_mean,val_macro_f1_std,val_loss_mean,val_loss_std,best_epoch_mean,best_epoch_std
15,0.9979315413036445,0.002323063187180764,0.01801943442145532,0.010395034536458646,0.9572395962314952,0.004121404395987284,0.8545691109020399,0.0062490593442718,0.8502081443381705,0.007829236242082354,0.8521225844066443,0.006665784558385224,0.1700749247233624,0.016966310830126105,5.733333333333333,1.624221425205085
