lr,thr_star,n_runs,mse_test_mean,mse_test_std,mse_train_mean,mse_train_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
0.0001,0.86,25,0.011281957855062943,0.000512906092617877,0.011245592127679789,0.00015082500637092727,0.9711733640296432,0.0037815170269220274,0.8876929929974515,0.020687899219304973,0.8605381702212478,0.022345807156331044,0.8736799140806911,0.016479288431191043
0.001,0.89,25,0.010986596212669553,0.0005706128735405686,0.010951294116970925,0.00014250185822092874,0.9708532929896115,0.004408045268796651,0.8859363815524505,0.02057620670888725,0.8593914025646137,0.026532852654193168,0.8722482094207961,0.019627264032758152
0.01,0.89,25,0.010990900930828058,0.0005689947001970726,0.010955698725887803,0.00014237805545874155,0.9703734173511483,0.004340244416227367,0.886890755395051,0.01971522296088251,0.8534104046242775,0.02715765216611887,0.8696082178051759,0.019576671273785675
