arch,seed,fold,n_train,n_val,total_epochs,best_epoch,train_loss_final,val_loss_final,train_acc_final,val_acc_final,macro_precision,macro_recall,macro_f1,weighted_f1,time_seconds,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_2,recall_2,f1_2,precision_3,recall_3,f1_3,precision_4,recall_4,f1_4,precision_5,recall_5,f1_5,precision_6,recall_6,f1_6,precision_7,recall_7,f1_7,precision_8,recall_8,f1_8,precision_9,recall_9,f1_9
arch_wider,21,2,9960.0,2489.0,12.0,1.0,0.0078758823932011,0.3438707386875608,0.9864457831325302,0.944154278826838,0.8379820500481706,0.840328262668837,0.8390091814382632,0.9441179607448248,3.210955858230591,0.9661016949152542,0.9628378378378378,0.964467005076142,0.9734513274336284,0.9792284866468842,0.9763313609467454,0.950877192982456,0.9093959731543624,0.9296740994854202,0.9473684210526316,0.9411764705882352,0.9442622950819672,0.9328859060402684,0.952054794520548,0.9423728813559324,0.8035714285714286,0.8333333333333334,0.8181818181818182,0.932258064516129,0.9763513513513512,0.9537953795379538,0.9478827361563518,0.9297124600638976,0.9387096774193548,0.0,0.0,0.0,0.9254237288135592,0.9191919191919192,0.9222972972972974
arch_wider,21,3,9960.0,2489.0,13.0,2.0,0.0001405564194468,0.2078404066414806,0.9926706827309236,0.9606267577340296,0.8562442118178748,0.8616282404456099,0.8587939168445006,0.960674678757612,3.5240318775177,0.9635761589403974,0.983108108108108,0.9732441471571908,0.9909365558912386,0.973293768545994,0.9820359281437124,0.9559322033898304,0.9463087248322148,0.951096121416526,0.9504950495049505,0.9411764705882352,0.9458128078817734,0.95578231292517,0.9623287671232876,0.9590443686006824,0.8620689655172413,0.925925925925926,0.8928571428571429,0.9665551839464884,0.9763513513513512,0.9714285714285714,0.970967741935484,0.9616613418530352,0.9662921348314608,0.0,0.0,0.0,0.9461279461279462,0.9461279461279462,0.9461279461279462
arch_wider,21,4,9962.0,2487.0,12.0,1.0,0.0058707104664083,0.2454959311606391,0.9847420196747642,0.950140731805388,0.8485005943726831,0.8374601494446596,0.8421540012647967,0.9497850516722028,3.337415933609009,0.9573770491803278,0.9864864864864864,0.9717138103161398,0.9682080924855492,0.9940652818991098,0.9809663250366032,0.9742647058823528,0.8922558922558923,0.9314586994727592,0.9184952978056428,0.9575163398692812,0.9376,0.9304635761589404,0.9623287671232876,0.9461279461279462,0.8695652173913043,0.7407407407407407,0.7999999999999999,0.972508591065292,0.9593220338983052,0.9658703071672357,0.9672131147540984,0.9424920127795527,0.9546925566343042,0.0,0.0,0.0,0.9269102990033222,0.9393939393939394,0.9331103678929766
arch_wider,99,0,9956.0,2493.0,13.0,2.0,0.0228161229114952,0.2582550709822551,0.9930695058256328,0.9630966706778982,0.8537872621687803,0.8605542453904267,0.8568751334489102,0.9631647801958256,3.526581048965454,0.9798657718120806,0.9864864864864864,0.9831649831649832,0.988095238095238,0.9851632047477744,0.986627043090639,0.9828178694158076,0.959731543624161,0.9711375212224108,0.9540983606557376,0.9478827361563518,0.9509803921568628,0.9391891891891893,0.952054794520548,0.9455782312925172,0.8032786885245902,0.8909090909090909,0.8448275862068965,0.9831649831649832,0.9864864864864864,0.984822934232715,0.9596273291925466,0.9840764331210192,0.9716981132075472,0.0,0.0,0.0,0.9477351916376306,0.912751677852349,0.92991452991453
arch_wider,99,1,9958.0,2491.0,13.0,2.0,0.0030372440740884,0.277842983123244,0.9911628841132758,0.9554395824969892,0.8573213144583752,0.8390675668017314,0.8464859835870779,0.9550161274285512,3.475101947784424,0.9767441860465116,0.9932432432432432,0.984924623115578,0.9821958456973294,0.9821958456973294,0.9821958456973294,0.9429530201342282,0.9429530201342282,0.9429530201342282,0.9536423841059604,0.9381107491856676,0.9458128078817734,0.9076433121019108,0.976027397260274,0.9405940594059404,0.926829268292683,0.7037037037037037,0.8000000000000002,0.9633333333333334,0.9763513513513512,0.9697986577181208,0.9583333333333334,0.9552715654952076,0.9568,0.0,0.0,0.0,0.9615384615384616,0.9228187919463088,0.9417808219178082
arch_wider,99,2,9960.0,2489.0,13.0,2.0,0.0052203075370536,0.2435232618796253,0.993273092369478,0.9598232221775812,0.863664089911698,0.8529927628947747,0.8578029006187267,0.9596622919568276,3.4737300872802734,0.9794520547945206,0.9662162162162162,0.9727891156462584,0.9736842105263158,0.9881305637982196,0.9808541973490428,0.9491525423728814,0.9395973154362416,0.9443507588532882,0.9511400651465798,0.954248366013072,0.9526916802610114,0.9491525423728814,0.958904109589041,0.9540034071550256,0.9574468085106383,0.8333333333333334,0.8910891089108911,0.9763513513513512,0.9763513513513512,0.9763513513513512,0.9420731707317072,0.987220447284345,0.9641185647425896,0.0,0.0,0.0,0.9581881533101044,0.925925925925926,0.9417808219178084
arch_wider,99,3,9960.0,2489.0,13.0,2.0,0.0009833050418656,0.1769402603823624,0.993875502008032,0.96544797107272,0.8686054732709136,0.8671189175577236,0.8677539646157925,0.965535773623036,3.6389729976654057,0.9795221843003412,0.9695945945945946,0.9745331069609507,0.993993993993994,0.9821958456973294,0.9880597014925374,0.9233226837060704,0.9697986577181208,0.9459901800327332,0.9731543624161074,0.9477124183006536,0.9602649006622516,0.9562289562289562,0.9726027397260274,0.9643463497453312,0.9622641509433962,0.9444444444444444,0.9532710280373832,0.9897610921501706,0.9797297297297296,0.9847198641765704,0.9642857142857144,0.9488817891373802,0.9565217391304348,0.0,0.0,0.0,0.9435215946843852,0.9562289562289562,0.9498327759197324
arch_wider,99,4,9962.0,2487.0,12.0,1.0,0.0059560316123091,0.2744794940386055,0.9838385866291908,0.9437072778447928,0.8441319096827469,0.8352197316412047,0.8391397012660515,0.943426073565419,3.2614450454711914,0.9727891156462584,0.9662162162162162,0.9694915254237289,0.9228650137741048,0.9940652818991098,0.9571428571428572,0.930921052631579,0.9528619528619529,0.9417637271214642,0.9550173010380624,0.9019607843137256,0.9277310924369748,0.9577464788732394,0.9315068493150684,0.9444444444444444,0.875,0.7777777777777778,0.823529411764706,0.9533333333333334,0.9694915254237289,0.961344537815126,0.9516129032258064,0.9424920127795527,0.9470304975922954,0.0,0.0,0.0,0.9220338983050848,0.915824915824916,0.918918918918919
arch_deeper,42,0,9956.0,2493.0,12.0,1.0,0.0002630477478045,0.2418177490391861,0.978304539975894,0.9458483754512635,0.8441514696280636,0.8389252067213215,0.8408671141999833,0.945857036580614,1.8338680267333984,0.9698996655518396,0.9797297297297296,0.9747899159663864,0.9652173913043478,0.9881305637982196,0.9765395894428152,0.935064935064935,0.9664429530201344,0.9504950495049505,0.9656357388316152,0.9153094462540716,0.9397993311036787,0.9699248120300752,0.8835616438356164,0.9247311827956988,0.8461538461538461,0.8,0.8224299065420562,0.9828767123287672,0.9695945945945946,0.9761904761904762,0.9478827361563518,0.926751592356688,0.9371980676328502,0.0,0.0,0.0,0.8588588588588588,0.959731543624161,0.9064976228209192
arch_deeper,42,1,9958.0,2491.0,13.0,2.0,0.0129394843531221,0.3107916968240201,0.9928700542277564,0.955841027699719,0.8536658932878016,0.8467237663215874,0.8499195493964405,0.9556979840986196,1.9667789936065672,0.9697986577181208,0.9763513513513512,0.9730639730639732,0.9707602339181286,0.9851632047477744,0.9779086892488954,0.95578231292517,0.9429530201342282,0.9493243243243245,0.9333333333333332,0.9576547231270358,0.945337620578778,0.9678571428571427,0.928082191780822,0.9475524475524476,0.8775510204081632,0.7962962962962963,0.8349514563106796,0.9565217391304348,0.9662162162162162,0.961344537815126,0.9710610932475884,0.9648562300319488,0.9679487179487178,0.0,0.0,0.0,0.933993399339934,0.9496644295302014,0.9417637271214642
arch_deeper,42,2,9960.0,2489.0,13.0,2.0,0.0004316839790026,0.2172397023159523,0.9904618473895582,0.9473684210526316,0.8421106040728631,0.8367781678410134,0.8391473683990849,0.947256356871094,1.9736130237579343,0.9759450171821306,0.9594594594594594,0.9676320272572404,0.987878787878788,0.9673590504451038,0.977511244377811,0.9461279461279462,0.9429530201342282,0.9445378151260504,0.9363057324840764,0.9607843137254902,0.9483870967741936,0.960431654676259,0.9143835616438356,0.9368421052631578,0.82,0.7592592592592593,0.7884615384615384,0.9442622950819672,0.972972972972973,0.9584026622296172,0.9181818181818182,0.9680511182108626,0.942457231726283,0.0,0.0,0.0,0.9319727891156464,0.9225589225589226,0.9272419627749576
arch_deeper,42,3,9960.0,2489.0,15.0,4.0,0.0001969116675595,0.248682444449666,0.9960843373493976,0.952591402169546,0.8546077973293121,0.8442637564000964,0.8487917670618661,0.9526174844843364,2.2595458030700684,0.9666666666666668,0.9797297297297296,0.9731543624161074,0.982089552238806,0.9762611275964392,0.9791666666666664,0.9484536082474226,0.9261744966442952,0.9371816638370118,0.904320987654321,0.9575163398692812,0.9301587301587304,0.978494623655914,0.934931506849315,0.956217162872154,0.9148936170212766,0.7962962962962963,0.8514851485148516,0.9797979797979798,0.983108108108108,0.981450252951096,0.9735973597359736,0.9424920127795527,0.957792207792208,0.0,0.0,0.0,0.8977635782747604,0.9461279461279462,0.921311475409836
arch_deeper,42,4,9962.0,2487.0,14.0,3.0,0.0205289588432658,0.223738116267696,0.9928729170849228,0.9529553679131484,0.8416330485133992,0.8492076162780842,0.8449731173260584,0.9531152385280957,2.1270129680633545,0.9863013698630136,0.972972972972973,0.979591836734694,0.9765395894428152,0.9881305637982196,0.9823008849557522,0.9523809523809524,0.9427609427609428,0.9475465313028766,0.9470198675496688,0.934640522875817,0.9407894736842104,0.9344262295081968,0.976027397260274,0.9547738693467336,0.7540983606557377,0.8518518518518519,0.7999999999999999,0.96,0.976271186440678,0.9680672268907564,0.976271186440678,0.9201277955271564,0.9473684210526316,0.0,0.0,0.0,0.9292929292929292,0.9292929292929292,0.9292929292929292
arch_deeper,7,0,9956.0,2493.0,12.0,1.0,0.0079780382467873,0.2584262390519192,0.98272398553636,0.946249498596069,0.8423741551471979,0.8347641839931181,0.8382040626976549,0.946016458779504,1.8331289291381836,0.9630872483221476,0.9695945945945946,0.9663299663299664,0.9566473988439308,0.9821958456973294,0.9692532942898976,0.9245901639344264,0.9463087248322148,0.9353233830845772,0.962457337883959,0.9185667752442996,0.94,0.9442508710801394,0.928082191780822,0.9360967184801382,0.8367346938775511,0.7454545454545455,0.7884615384615385,0.9559322033898304,0.9527027027027029,0.9543147208121828,0.9587301587301588,0.961783439490446,0.9602543720190778,0.0,0.0,0.0,0.921311475409836,0.9429530201342282,0.9320066334991708
