arch,n_corridas,total_epochs_mean,total_epochs_std,best_epoch_mean,best_epoch_std,train_loss_final_mean,train_loss_final_std,val_loss_final_mean,val_loss_final_std,train_acc_final_mean,train_acc_final_std,val_acc_final_mean,val_acc_final_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std
arch_shallow,25,15.24,1.3316656236958786,4.24,1.3316656236958786,0.00344319558677116,0.010122986676646123,0.20296771395336108,0.041194115689317676,0.997493730626412,0.002426421555412387,0.9576026227599747,0.0060718270856949,0.8553577835234646,0.009209772964365351,0.8498779079762048,0.009621597631851933,0.8522163508500455,0.00888618557863578
arch_base,25,13.6,1.1180339887498947,2.6,1.118033988749895,0.003154948243737688,0.0038670577815578446,0.2272338013257205,0.04003854311990906,0.9936703098864362,0.0048387708854834574,0.9554170184517885,0.005868986490736813,0.8533723486214968,0.007059370443964175,0.8475945311916628,0.009324334898792712,0.850033230108504,0.007812837033545232
arch_wider,25,13.24,0.9695359714832659,2.24,0.9695359714832659,0.006580320586007259,0.007838603497770689,0.25107595683317896,0.052310216079657974,0.9929390723339541,0.004731739297714588,0.9557074128209961,0.00620840915393524,0.8535267780879969,0.007352258781402511,0.8484241455710745,0.008967985424671483,0.8505208892823969,0.007524786279139541
arch_deeper,25,13.08,0.7593857166596345,2.08,0.7593857166596345,0.006961359833152095,0.00671072326135864,0.2498078202859616,0.033528000344377036,0.9897254875916627,0.0047009471877623565,0.9522052344537074,0.005863092995271004,0.8504390789894266,0.008763852533777832,0.8446335411806859,0.008357334719236435,0.8470599410932254,0.007888650648394948
