lr,thr_star,f1_mean,f1_std,prec_mean,prec_std,rec_mean,rec_std,acc_mean,acc_std
0.0001,0.86,0.8736799140806911,0.016819103325236645,0.8876929929974515,0.021114498723924853,0.8605381702212478,0.02280659392651826,0.9711733640296432,0.0038594946540022688
0.001,0.89,0.8722482094207961,0.020031992469640953,0.8859363815524505,0.021000503032835724,0.8593914025646137,0.02707997934300983,0.9708532929896115,0.00449894236318388
0.01,0.89,0.8696082178051759,0.019980356451240043,0.886890755395051,0.020121765174735462,0.8534104046242775,0.02771766267457564,0.9703734173511483,0.004429743407800374
