lr,thr_star,f1_mean,f1_std,prec_mean,prec_std,rec_mean,rec_std,acc_mean,acc_std
0.0001,0.69,0.8824821410999553,0.01615728626800171,0.9100033231754767,0.020973554758196716,0.8573144641552056,0.027991625687329224,0.9735733465718576,0.00350034706384381
0.001,0.78,0.8717147872252905,0.017369377756370777,0.9048147500597562,0.018463817589602697,0.8414430934821605,0.02659616337942729,0.9713335951290053,0.003754185908054253
1e-05,0.69,0.8830039704970005,0.01586110848260517,0.9247151640784516,0.017586903633451896,0.8455757092551989,0.02861279203878758,0.9740800844207782,0.0032781432434518
