lr,mse_test_mean,accuracy_mean,precision_mean,recall_mean,f1_mean,wnorm_mean,mse_test_std,accuracy_std,precision_std,recall_std,f1_std,wnorm_std,mse_test_seedmean,accuracy_seedmean,precision_seedmean,recall_seedmean,f1_seedmean,wnorm_seedmean,mse_test_seedstd,accuracy_seedstd,precision_seedstd,recall_seedstd,f1_seedstd,wnorm_seedstd
1e-05,0.026215663404041835,0.8389872779854569,0.4175403172554819,0.9838921001926783,0.5862260382610751,0.19454212425364437,0.0011865538554991662,0.006169702698170405,0.009855361059000835,0.009085670369539452,0.010479095475800225,0.0008154950965555911,0.02621566340404184,0.8389872779854569,0.41754031725548185,0.9838921001926784,0.5862260382610751,0.19454212425364434,1.997349568245311e-05,0.0006089420182691498,0.0010406587523726766,0.0011511004479041627,0.0009850835002676004,6.365896308071771e-05
0.0001,0.026507123630630628,0.8427471008713041,0.42367585851682804,0.9882639027307156,0.5930313098773861,0.20270068424876375,0.001394364734716396,0.006249976003250027,0.01015752580679444,0.0065258716866644535,0.010406796253225553,0.001009575577282314,0.02650712363063063,0.8427471008713041,0.423675858516828,0.9882639027307156,0.5930313098773861,0.20270068424876375,5.575642776340953e-05,0.0009185111505266288,0.0016433534553111596,0.0014976506654954297,0.001748150342246385,0.0005742439555250525
0.001,0.045987290542287965,0.8198393458841536,0.3918084197095685,1.0,0.5629023825359881,0.2810273696683606,0.00616124951600846,0.009678861559616368,0.012894758704054108,0.0,0.013295164717887357,0.00267640660320726,0.045987290542287965,0.8198393458841536,0.3918084197095685,1.0,0.5629023825359882,0.2810273696683606,0.0008549093836453728,0.0030607334739353185,0.0041385920282473445,0.0,0.0042461181678385106,0.002518748867102756
