n_corridas,train_acc_mean,train_acc_std,train_loss_mean,train_loss_std,val_acc_mean,val_acc_std,val_macro_precision_mean,val_macro_precision_std,val_macro_recall_mean,val_macro_recall_std,val_macro_f1_mean,val_macro_f1_std,val_loss_mean,val_loss_std,best_epoch_mean,best_epoch_std
15,0.9983888945393554,0.0012058271732653697,0.0119232578076241,0.004984155915324827,0.9699182962421242,0.002861707258205632,0.960913808971124,0.005158053285532649,0.9540709003748101,0.005657262273703915,0.9572274766345116,0.004698687895260962,0.12381337392597745,0.010505681268183997,5.733333333333333,1.0997835284835873
