lr,mse_test_mean,mse_test_std,wnorm_mean,wnorm_std,f1_mean,f1_std,mse_test_seedmean,mse_test_seedstd,wnorm_seedmean,wnorm_seedstd,f1_seedmean,f1_seedstd
0.0001,0.011281957855062945,0.0005234825886993702,1.7510337242852365,0.009555633516913086,0.5096741415429831,0.011215483745641209,0.011281957855062943,4.3245152046952204e-06,1.7510337242852365,0.0013300900366970789,0.5096741415429831,0.0008220854492761471
0.001,0.010986596212669553,0.0005823793253490239,1.9829413157235987,0.01955613897097724,0.4995911415377575,0.010773170754160873,0.010986596212669552,4.255070546946592e-06,1.982941315723599,0.0002540009008058063,0.4995911415377575,0.00014294795682290705
0.01,0.010990900930828057,0.0005807277840961329,1.9791859020078895,0.019466852785259902,0.501059645829216,0.011496541598523905,0.010990900930828057,4.252778336817391e-06,1.9791859020078892,0.0017590363037991799,0.501059645829216,0.001217999593379612
