lr,mse_test_mean,mse_test_std,wnorm_mean,wnorm_std,f1_mean,f1_std,mse_test_seedmean,mse_test_seedstd,wnorm_seedmean,wnorm_seedstd,f1_seedmean,f1_seedstd
0.0001,0.026507123630630628,0.001394364734716396,0.20270068424876378,0.0010095755772823137,0.5930313098773861,0.010406796253225553,0.02650712363063063,5.575642776340953e-05,0.20270068424876375,0.0005742439555250629,0.5930313098773861,0.001748150342246385
0.001,0.045987290542287965,0.00616124951600846,0.2810273696683606,0.0026764066032072646,0.5629023825359881,0.013295164717887357,0.045987290542287965,0.0008549093836453728,0.2810273696683606,0.002518748867102774,0.5629023825359882,0.0042461181678385106
1e-05,0.026215663404041835,0.0011865538554991662,0.1945421242536444,0.0008154950965555915,0.5862260382610751,0.010479095475800225,0.02621566340404184,1.997349568245311e-05,0.1945421242536444,6.365896308069806e-05,0.5862260382610751,0.0009850835002676004
