arch,opt,lr,val_acc_final_mean,macro_f1_mean,val_loss_final_mean,train_loss_final_mean,best_epoch_mean,val_acc_final_std,macro_f1_std,val_loss_final_std,train_loss_final_std,best_epoch_std,n
arch_wider,adam,0.005,0.9531436272353185,0.8478234050657437,0.19166755641761718,0.03835051349611857,2.0,0.00478322228188444,0.005979715346217381,0.02060611591325228,0.016496872941356287,1.414213562373095,15
arch_wider,adam,0.01,0.944974475307836,0.8382942427914313,0.22830583423353415,0.08399231116634474,1.0666666666666667,0.0053828452820680675,0.007526346112843402,0.025781906241221612,0.02528771538607888,0.5936168397046637,15
arch_wider,momentum,0.0001,0.9480018348113591,0.8424328705304203,0.20916035106701122,0.03307050462123141,89.6,0.005446465141441583,0.007194055691024217,0.01942755235190296,0.006422878498689729,12.40276466875718,15
arch_wider,momentum,0.0005,0.9491269573566635,0.8436069500063934,0.20571747056081077,0.032013056203204784,17.733333333333334,0.005049651253517498,0.0066307373006663246,0.019009375931278206,0.007437221779241257,3.0347197250362035,15
arch_wider,momentum,0.001,0.9499835677487563,0.8448328389909003,0.20176726018787403,0.029880968332777567,8.933333333333334,0.00513176066075143,0.006619011805555159,0.020116780966534426,0.007526501762649158,1.4864467059144129,15
arch_wider,momentum,0.005,0.9531154447503608,0.8481332907191134,0.20260978337891727,0.021570731478986308,2.8666666666666667,0.005412286887686789,0.008279834344895532,0.02217607143142441,0.013313458887707382,1.1872336794093274,15
arch_wider,momentum,0.01,0.9540006903748373,0.8478161740519238,0.21907354932677953,0.027579902611525167,3.2,0.006065409702605905,0.007867491785374726,0.029569486445273043,0.020519622235171314,1.5675276256394517,15
arch_wider,sgd,0.0001,0.9292590498410664,0.8195319258239132,0.26100170578144855,0.15936067603225648,199.0,0.004776372041296286,0.006565585600501616,0.017083616433922238,0.004211453982181502,0.0,15
arch_wider,sgd,0.0005,0.9482696157236087,0.842648095681697,0.20969006909403806,0.0321358718421089,183.06666666666666,0.005578331157120718,0.007382272012611579,0.019421874127309672,0.005939101573090047,22.97659264390196,15
arch_wider,sgd,0.001,0.9481891115289695,0.8425867346955189,0.2091317937259953,0.03265727406149598,90.26666666666667,0.005604642765168641,0.007337512965341992,0.01941185225172227,0.006425851912467546,12.775348285253278,15
arch_wider,sgd,0.005,0.9488317899571332,0.8435324997562945,0.20559225604589884,0.03128938674863743,17.733333333333334,0.005303787343942396,0.006984241253490907,0.019043993616598292,0.005960584753410969,2.218965868103772,15
arch_wider,sgd,0.01,0.9498493444308499,0.8444900650997135,0.20185159322532734,0.02986127964661037,8.933333333333334,0.0052597054125661895,0.007233640612330682,0.02101134375775103,0.00802050932279773,1.8309508328682538,15
