fold,bias,amount_usd,quantity_purchased,session_duration_seconds,days_since_last_purchase,account_age_days,items_viewed_before_purchase
0,-0.09671530214816094,1.3047389205011806,0.726308184299616,-0.4257664130090295,-0.5091735518511856,-0.6088201668884121,-0.11344284073685527
1,-0.09960007620103829,1.3100943570044243,0.7246597743624934,-0.42754091452405935,-0.5194898731032502,-0.5970229625575119,-0.11891879697834888
2,-0.08103420584810496,1.2965615622666598,0.726963779189852,-0.42929506957591,-0.5108050008340147,-0.5997217027236426,-0.11892791396448478
3,-0.08094996979566146,1.3245023846573003,0.727569643224036,-0.4202713026893422,-0.5109190381488384,-0.5970053130192,-0.11484625728511351
4,-0.07979127303712866,1.315692761727562,0.7268074358726451,-0.41830284199522466,-0.5016221315390859,-0.6059412780203607,-0.12376706880643087
