fold,n_train,n_test,threshold,learning_rate,epochs_run,final_mse_train,mse_test,tp,fp,fn,tn,accuracy,precision,recall,f1,tpr,fpr
0,3749.0,3751.0,0.69,0.0001,500.0,0.02538774017861096,0.028127733231273735,379.0,49.0,56.0,3267.0,0.9720074646760863,0.8855140186915887,0.871264367816092,0.8783314020857473,0.871264367816092,0.014776839565741858
1,3751.0,3749.0,0.69,0.0001,500.0,0.02671722539140424,0.02559707400128336,360.0,19.0,74.0,3296.0,0.9751933849026407,0.9498680738786279,0.8294930875576036,0.8856088560885608,0.8294930875576036,0.005731523378582202
mean,3750.0,3750.0,0.69,0.0001,500.0,0.0260524827850076,0.02686240361627855,369.5,34.0,65.0,3281.5,0.9736004247893635,0.9176910462851083,0.8503787276868477,0.881970129087154,0.8503787276868477,0.01025418147216203
std,1.0,1.0,0.0,0.0,0.0,0.0006647426063966407,0.0012653296149951875,9.5,15.0,9.0,14.5,0.0015929601132771976,0.03217702759351959,0.020885640129244154,0.0036387270014067163,0.020885640129244154,0.0045226580935798285
