batch,val_acc_final_mean,macro_f1_mean,val_loss_final_mean,best_epoch_mean,val_acc_final_std,macro_f1_std,val_loss_final_std,best_epoch_std,n
16,0.9539993989650478,0.847744772242396,0.17852140637291022,2.3333333333333335,0.003562845086104836,0.006131089942918415,0.02105761380573491,0.7237468644557459,15
32,0.956838021791373,0.8509950985998783,0.1700276355313052,3.933333333333333,0.005369207612049029,0.007889197491565001,0.018405759387301213,1.0327955589886446,15
64,0.957239596231495,0.8521225844066442,0.1700749247233624,5.733333333333333,0.004121404395987268,0.00666578455838523,0.016966310830126105,1.6242214252050848,15
128,0.9556060839204756,0.850201564424306,0.17422626764567664,7.8,0.004452942939367558,0.006942914872739675,0.017271174008123606,1.4735767952260146,15
256,0.9548027200239073,0.8493198910087844,0.17706432196615216,11.2,0.004481617875916689,0.007330768007589761,0.017793070679577888,1.5675276256394517,15
